1,11215.3788599539
1,11855.7820939611
1,12496.1303761259
1,13136.2084513861
1,13776.3282056799
2,14416.8573735979
2,15057.0047639096
2,15697.1651710231
1,16337.2482477538
1,16977.7111144668
1,17618.6722027568
1,18258.7250786293
1,18899.24892447
2,19539.7105087614
1,20179.6834254192
2,20819.9890669394
1,21460.0768245424
2,22100.169455423
1,22740.1701365067
1,23380.2634085953
1,24020.2497266561
1,24660.3896788556
1,25300.3559270142
1,25940.6205951108
1,26580.6899498344
1,27220.7239100218
1,27860.6856695098
1,28500.8875628527
1,29141.2605315967
2,29781.7300668118
1,30421.8965654118
2,31062.1657219782
1,31702.6709085309
2,32343.034387332
1,32982.9996094747
1,33623.1455251631
1,34263.570752702
1,34903.7888046878
1,35543.9870431743
1,36184.1598896754
1,36824.4649539851
1,37465.0197704922
2,38105.3683090685
1,38745.3820709485
1,39385.5088143425
1,40025.9878395035
1,40666.0822658093
1,41306.1630983094
1,41946.8108264339
2,42587.0362523308
1,43227.1526079731
2,43867.1294360909
1,44507.7174031044
1,45147.7166735651
1,45787.9439590912
2,46428.1944563725
1,47068.4266149755
2,47708.5931775758
2,48348.9525525142
1,48989.0959033653
1,49629.09299359
1,50269.4023541678
2,50909.3913652732
1,51549.6050569908
1,52190.2758044679
1,52830.7723348888
1,53471.0155864575
1,54111.1920236139
1,54751.4804806732
1,55391.5899114048
1,56031.8012306933
1,56671.8503873103
1,57312.5943612989
1,57952.9963128815
1,58593.1145921504
2,59233.2935301438
1,59873.5574288282
1,60513.7915110607
1,61154.2112883151
1,61794.3698999976
1,62434.4804847514
1,63074.6225531838
1,63715.1393457145
1,64355.5963773351
2,64995.6693871188
1,65635.7062967507
1,66275.7946315642
1,66915.7810776285
1,67555.8702460553
1,68196.2966918146
2,68836.927812482
1,69477.4723696367
1,70117.4646507906
1,70757.7420148813
2,71398.1785917916
1,72038.6812137049
1,72678.7871817876
1,73319.116740472
1,73959.0582376523
1,74599.3616349391
